"No.","Time","Source","Destination","Protocol","Length","Value","Info"
"58449","38033.329753","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606710b6f0b000036aa07049f1357006c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58451","38033.428524","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606790b790b00004aaa0704f9135000b0aa040cbcc70000210300000210000015aa0507b8bb09000141016b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58453","38033.525532","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068c0b8b0b0000d2aa07048e1373005daa081102c4d50000112a0000100e0000312f000016","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58454","38033.622715","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06068c0b8c0b0000ffaa0704d1136000a8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58456","38033.721650","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606740b730b0000a2aa0704951369005daa040cd3c30000e90300009c1300004faa050752a30700014101a8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58457","38033.819258","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067c0b7b0b000023aa0704dd135400cb","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58459","38033.915470","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068e0b8d0b00000baa0704a2136f003faa040c5dc400005f040000fa150000fcaa05077fda06000141017b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58461","38034.062187","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606920b910b0000f9aa07043514470052aa081102c4d50000112a0000100e0000322f0000ca","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58462","38034.158915","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067b0b7a0b0000d6aa0704b01364000a","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58464","38034.257588","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067c0b7c0b00000eaa0704d1134800e7aa040c2cc60000d20200004f0e00004caa050700b80a0001410180","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58465","38034.354208","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06069d0b9c0b00007caa0704bf13ac0019","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58467","38034.452577","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606890b890b0000bbaa0704bf134e00c9aa040ca8c5000010030000800f00002faa050785d8090001410114","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58469","38034.550456","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606790b770b000010aa0704d3136200a2aa081102c4d50000112a0000100e0000322f0000ca","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58470","38034.646472","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067d0b7f0b000072aa070493136b00a6","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58472","38034.744027","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606870b870b000042aa0704d91354003aaa040c83c600004b030000c010000047aa05079e3009000141013a","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58473","38034.841057","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067f0b7f0b000032aa0704ca136b00ea","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58475","38034.940319","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606740b720b000016aa0704c0134a0096aa040ca9c50000e8020000b70e000098aa0507f85e0a000141016c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58477","38035.037852","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06067a0b7a0b000076aa0704bb136f00efaa081102c4d50000112a0000100e0000332f00007e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58478","38035.133807","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067f0b7c0b0000eeaa0704cf13560066","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58480","38035.232715","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067c0b7c0b00000eaa0704d3135800fcaa040c45c60000780300009d110000bcaa0507c3b7080001410197","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58481","38035.329289","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606750b730b000002aa070496136e0016","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58483","38035.427982","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067f0b7f0b000032aa07040c144900c3aa040c78c80000de020000b90e000091aa0507f6a80a00014101b9","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58485","38035.525091","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068f0b8f0b0000c3aa0704a013ac0050aa081102c4d50000112a0000100e0000332f00007e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58486","38035.621725","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606810b800b00008eaa0704f1134800a9","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58488","38035.720080","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606750b750b00009baa0704d1136f0096aa040c2cc600005c04000021160000b3aa050776ee06000141019a","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58489","38035.817017","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067b0b7c0b00004faa0704ce13840097","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58491","38035.963088","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068e0b8e0b0000d7aa0704a7138100c7aa040c8fc400000d0500006a190000faaa05072df00500014101d7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58493","38036.060652","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06067b0b790b00000aaa07048813840092aa081102c4d50000112a0000100e0000342f000053","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58494","38036.157499","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa07049113b9008b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58496","38036.256146","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606770b780b00005daa0704c4136b00b0aa040cabc50000e8030000c713000054aa05074db707000141011f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58497","38036.352935","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606890b880b00000faa0704f0135a000c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58499","38036.451452","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b780b00001eaa07049f1371002caa040c37c400006e040000401600007baa050727c2060001410187","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58501","38036.549050","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06066d0b6c0b00008daa0704f0134a007faa081102c4d50000112a0000100e0000342f000053","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58502","38036.645330","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606790b780b0000feaa070497136b0057","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58504","38036.744335","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606810b840b00007faa0704e11349003faa040ccec60000dc0200008e0e0000e6aa0507939b0a0001410168","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58505","38036.840647","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b760b0000a7aa0704ab13770092","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58507","38036.938897","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06066b0b6b0b000041aa0704c2134a00feaa040ca7c50000e6020000aa0e00003eaa0507c9670a00014101ee","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58509","38037.036614","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606780b770b0000b0aa0704b3136400d6aa081102c4d50000112a0000100e0000352f0000e7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58510","38037.132584","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067c0b7d0b0000baaa0704ae136a00f8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58512","38037.231358","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606780b760b000004aa0704ea134a0073aa040c26c70000e8020000d30e00004aaa0507f1720a000141014b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58513","38037.328349","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06066b0b6b0b000041aa0704b1137500fc","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58515","38037.426291","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067d0b7c0b0000aeaa0704dd134900e4aa040ca9c60000de020000970e00003baa050757900a0001410119","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58517","38037.524375","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068a0b8a0b000087aa0704be13770070aa081102c4d50000112a0000100e0000352f0000e7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58518","38037.620458","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067b0b7a0b0000d6aa0704cc134900f7","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58520","38037.718827","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606720b700b00009faa0704ef13570019aa040c58c700006c0300007611000080aa0507a1e308000141015b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58521","38037.815667","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606770b760b000007aa0704a2136c006c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58523","38037.964080","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068b0b8a0b000027aa0704dc134a0003aa040c9cc60000e8020000c90e00001caa0507b96b0a000141016c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58525","38038.060048","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606840b830b000053aa0704bd137500ceaa081102c4d50000112a0000100e0000362f00003b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58526","38038.156693","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606740b730b0000a2aa0704b9134e0050","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58528","38038.255024","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b7b0b0000c2aa0704bd136600eeaa040ca7c50000e3030000aa130000d3aa05077ac207000141014b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58529","38038.351380","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606940b930b000070aa0704bf136b00da","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58531","38038.449683","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606880b880b0000afaa0704ea136b00a4aa040c26c70000ee030000081400005eaa05079ebb070001410110","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58533","38038.546542","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606770b760b000007aa0704ab13700005aa081102c4d50000112a0000100e0000362f00003b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58534","38038.643866","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b7c0b0000efaa0704dd134900e4","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58536","38038.741885","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068c0b8d0b00004baa0704be136e009baa040caac50000000400003d140000f0aa0507538a070001410123","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58537","38038.838746","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606780b790b0000eaaa07049613600019","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58539","38038.937068","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606700b6f0b000096aa0704e7134d0062aa040c0dc70000030300005c0f0000ccaa05070f130a00014101e3","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58541","38039.034437","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606860b860b000056aa0704cc13780053aa081102c4d50000112a0000100e0000372f00008f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58542","38039.131342","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067f0b7f0b000032aa0704f4134b00bf","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58544","38039.229831","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606830b830b000012aa0704a113990084aa040c50c4000002060000341e000019aa0507d8fb04000141011b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58545","38039.326760","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06066d0b6d0b000039aa0704d3134900be","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58547","38039.425285","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b7a0b000076aa0704cf13630006aa040c1fc600001b040000d41400007caa05075f5c07000141011d","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58549","38039.522751","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068f0b8f0b0000c3aa0704a013a6009baa081102c4d50000112a0000100e0000372f00008f","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58550","38039.619487","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606960b950b0000a9aa070427144800a3","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58552","38039.717396","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606760b760b0000a7aa0704ae13a400a3aa040ccdc400006a0600005520000041aa0507e6ad04000141016b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58553","38039.862896","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606920b930b000091aa0704dd1383007b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58555","38039.961502","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068b0b8a0b000027aa0704bf139d00bdaa040cacc5000027060000261f000014aa050759e6040001410144","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58557","38040.058919","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06068f0b920b0000e2aa0704af13a50026aa081102c4d50000112a0000100e0000382f000061","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58558","38040.155323","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606760b750b00007baa0704d41382003d","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58560","38040.254181","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606950b930b0000d0aa0704ce13aa007eaa040c13c60000a4060000ac2100009faa0507248d040001410195","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58561","38040.350231","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606a00ba00b000068aa0704ce13830000","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58563","38040.448607","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606780b770b0000b0aa070493138000eeaa040cc6c30000e3040000821800008aaa0507d51b0600014101aa","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58565","38040.546109","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606870b870b000042aa0704a513a800d1aa081102c4d50000112a0000100e0000382f000061","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58566","38040.642670","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606970b960b0000d5aa0704e1138f00cd","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58568","38040.741404","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06069a0b9a0b0000a4aa0704ac13a2006daa040cc1c4000054060000e21f000098aa050715be040001410115","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58569","38040.837724","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606940b950b0000e9aa0704d4138e0050","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58571","38040.935651","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606870b880b0000acaa0704c413a400daaa040cc0c500006a0600007d2000008caa0507abb30400014101aa","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58573","38041.033071","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606930b920b000085aa0704a513a3002baa081102c4d50000112a0000100e0000392f0000d5","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58574","38041.129979","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606860b830b000013aa07040c141b001e","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58576","38041.228030","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606550b550b0000ddaa0704c9131a005eaa040cecc50000070100003405000015aa0507aa651d00014101b8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58577","38041.325248","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06064d0b4d0b010846aa070473132b0080","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58579","38041.424576","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606640b640b0000acaa0704cc13360090aa040ce1c5000024020000da0a000002aa05075b180e0001410116","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58581","38041.521206","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606720b720b0000f7aa0704c9133800daaa081102c4d50000112a0000100e0000392f0000d5","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58582","38041.617915","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606680b680b00007daa0704ce133600f8","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58584","38041.716592","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06065f0b5f0b000074aa0704c2133700fbaa040cd8c500002e0200000c0b0000f9aa050715d70d0001410193","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58585","38041.861414","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606640b650b000018aa0704ca13360009","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58589","38041.960637","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606730b720b000057aa0704bf13380036aa040cccc5000033020000240b000020aa05076cb70d0001410126","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58591","38042.057979","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa06066d0b6d0b000039aa0704c3134a004aaa081102c4d50000112a0000100e00003a2f000009","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58592","38042.154287","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606660b660b000084aa0704c813490006","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58594","38042.253042","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606700b6f0b000096aa0704c3134a004aaa040c97c50000eb020000c20e0000bbaa050724550a00014101cb","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58595","38042.349236","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06067a0b7a0b000076aa0704c2134400f1","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58597","38042.447436","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06066e0b6d0b0000d9aa0704c2134d0069aa040c9fc5000003030000400f0000f1aa05078a000a00014101d9","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58599","38042.545747","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606660b660b000084aa07049b136a0054aa081102c4d50000112a0000100e00003a2f000009","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58600","38042.641661","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06066e0b6f0b0000b1aa0704c3134b007b","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58602","38042.740409","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06069b0b9a0b000004aa0704b013340194aa040ce6c400000a0c0000b03c00008daa0507cf7e020001410180","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58603","38042.836811","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606960b970b0000c1aa0704d413c200f1","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58605","38042.934346","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606870b870b000042aa0704c713910066aa040c9dc50000ae050000bd1c00004baa0507d24e0500014101a9","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58607","38043.031835","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606940b950b0000e9aa0704c91392006faa081102c4d50000112a0000100e00003b2f0000bd","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58608","38043.129015","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606a00b9e0b0000dbaa0704c91391003c","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58610","38043.228119","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa0606a00ba00b000068aa0704cd13c900dbaa040cafc50000da070000bd27000087aa050767d70300014101b9","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58611","38043.323991","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa0606890b880b00000faa0704cc13910079","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58613","38043.423294","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06068d0b8d0b0000ebaa0704db1358003faa040c90c60000710300007e11000093aa0507d5cd080001410157","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58615","38043.520712","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","25","aa0606a50ba40b000098aa0704a513b800a2aa081102c4d50000112a0000100e00003b2f0000bd","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58616","38043.616931","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","30","aa06069c0b9e0b0000b4aa0704dd13a000ce","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
"58618","38043.764311","98:da:b0:08:aa:88 (FNB58-052890)","localhost (Mark's S22 Ultra)","ATT","31","aa06067a0b7b0b0000c2aa0704b91381003aaa040c3ec500000f0500008d190000f6aa0507a4f20500014101a2","Rcvd Handle Value Notification, Handle: 0x0010 (Unknown: Unknown)"
